rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
125,Illinois Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/illinois-institute-technology#ranking-dataset/634830,Illinois,65.7,17.4,14.1,26.2,8
125,Pennsylvania State University,https://www.timeshighereducation.com/world-university-rankings/pennsylvania-state-university#ranking-dataset/634830,Pennsylvania,65.7,17.9,17,25.4,5.4
127,Seattle University,https://www.timeshighereducation.com/world-university-rankings/seattle-university#ranking-dataset/634830,Washington,65.6,18.5,16.4,23.5,7.3
128,Allegheny College,https://www.timeshighereducation.com/world-university-rankings/allegheny-college#ranking-dataset/634830,Pennsylvania,65.5,20.6,15.5,24.9,4.4
128,Loyola Marymount University,https://www.timeshighereducation.com/world-university-rankings/loyola-marymount-university#ranking-dataset/634830,California,65.5,19.3,16.7,22.2,7.4
130,Furman University,https://www.timeshighereducation.com/world-university-rankings/furman-university#ranking-dataset/634830,South Carolina,65.4,20.4,16.2,26.2,2.7
130,Reed College,https://www.timeshighereducation.com/world-university-rankings/reed-college#ranking-dataset/634830,Oregon,65.4,23,14.2,23,5.2
130,Rochester Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/rochester-institute-technology#ranking-dataset/634830,New York,65.4,18,17,25.2,5.2
130,Stevens Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/stevens-institute-technology#ranking-dataset/634830,New Jersey,65.4,19.8,14.4,26.3,4.9
134,Art Center College of Design,https://www.timeshighereducation.com/world-university-rankings/art-center-college-design#ranking-dataset/634830,California,65.2,18.7,14.9,24.1,7.5
134,Creighton University,https://www.timeshighereducation.com/world-university-rankings/creighton-university#ranking-dataset/634830,Nebraska,65.2,21.2,16.7,23.9,3.5
136,Willamette University,https://www.timeshighereducation.com/world-university-rankings/willamette-university#ranking-dataset/634830,Oregon,65.1,19.6,15.5,23.9,6.1
137,North Carolina State University,https://www.timeshighereducation.com/world-university-rankings/north-carolina-state-university#ranking-dataset/634830,North Carolina,65,15.6,17,28,4.4
138,Indiana University,https://www.timeshighereducation.com/world-university-rankings/indiana-university#ranking-dataset/634830,Indiana,64.9,14.1,17.2,28.6,5
139,"University of California, Irvine",https://www.timeshighereducation.com/world-university-rankings/university-california-irvine#ranking-dataset/634830,California,64.8,15.8,16.3,23.5,9.1
140,Hobart William Smith Colleges,https://www.timeshighereducation.com/world-university-rankings/hobart-william-smith-colleges#ranking-dataset/634830,New York,64.7,20.5,15.2,25.3,3.7
141,Arizona State University,https://www.timeshighereducation.com/world-university-rankings/arizona-state-university#ranking-dataset/634830,Arizona,64.4,14,16.7,25.7,7.9
141,Illinois Wesleyan University,https://www.timeshighereducation.com/world-university-rankings/illinois-wesleyan-university#ranking-dataset/634830,Illinois,64.4,19.5,15.6,25.7,3.6
143,Ohio Northern University,https://www.timeshighereducation.com/world-university-rankings/ohio-northern-university#ranking-dataset/634830,Ohio,64.3,19.1,17.5,24.9,2.8
143,Skidmore College,https://www.timeshighereducation.com/world-university-rankings/skidmore-college#ranking-dataset/634830,New York,64.3,22.9,15.3,21.4,4.7
145,Elon University,https://www.timeshighereducation.com/world-university-rankings/elon-university#ranking-dataset/634830,North Carolina,64.2,18.6,17.3,25.4,2.9
145,University of Iowa,https://www.timeshighereducation.com/world-university-rankings/university-iowa#ranking-dataset/634830,Iowa,64.2,15.9,16.9,26.5,4.9
147,"Rutgers, the State University of New Jersey",https://www.timeshighereducation.com/world-university-rankings/rutgers-state-university-new-jersey-0#ranking-dataset/634830,New Jersey,64.1,14.9,16,25.8,7.4
147,Stony Brook University,https://www.timeshighereducation.com/world-university-rankings/stony-brook-university#ranking-dataset/634830,New York,64.1,16.2,15.3,24.6,8.1
149,University of Delaware,https://www.timeshighereducation.com/world-university-rankings/university-delaware#ranking-dataset/634830,Delaware,64,15.8,16.7,27.1,4.4
150,Centre College,https://www.timeshighereducation.com/world-university-rankings/centre-college#ranking-dataset/634830,Kentucky,63.9,20.2,15.5,25.9,2.3
150,Gustavus Adolphus College,https://www.timeshighereducation.com/world-university-rankings/gustavus-adolphus-college#ranking-dataset/634830,Minnesota,63.9,19,16,25.7,3.3
152,Clarkson University,https://www.timeshighereducation.com/world-university-rankings/clarkson-university#ranking-dataset/634830,New York,63.8,17.9,14.6,27.2,4.2
153,Kalamazoo College,https://www.timeshighereducation.com/world-university-rankings/kalamazoo-college#ranking-dataset/634830,Michigan,63.6,16.5,15,26.5,5.6
153,St Olaf College,https://www.timeshighereducation.com/world-university-rankings/st-olaf-college#ranking-dataset/634830,Minnesota,63.6,19.2,16,24.9,3.6
155,University of Massachusetts-Amherst,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts-amherst#ranking-dataset/634830,Massachusetts,63.4,14.6,16.3,27.9,4.7
155,Michigan Technological University,https://www.timeshighereducation.com/world-university-rankings/michigan-technological-university#ranking-dataset/634830,Michigan,63.4,17.4,16.6,25.5,3.8
155,Pepperdine University,https://www.timeshighereducation.com/world-university-rankings/pepperdine-university#ranking-dataset/634830,California,63.4,15.4,16.2,25.1,6.7
158,Marquette University,https://www.timeshighereducation.com/world-university-rankings/marquette-university#ranking-dataset/634830,Wisconsin,63.2,15.4,17.1,26.8,3.9
158,Stonehill College,https://www.timeshighereducation.com/world-university-rankings/stonehill-college#ranking-dataset/634830,Massachusetts,63.2,17.5,16.2,27.5,2
160,St Lawrence University,https://www.timeshighereducation.com/world-university-rankings/st-lawrence-university#ranking-dataset/634830,New York,63.1,20,15.9,23.5,3.7
160,Temple University,https://www.timeshighereducation.com/world-university-rankings/temple-university#ranking-dataset/634830,Pennsylvania,63.1,15.4,17.1,23.5,7
162,University of Puget Sound,https://www.timeshighereducation.com/world-university-rankings/university-puget-sound#ranking-dataset/634830,Washington,62.9,19.6,16,24.5,2.8
162,Rhodes College,https://www.timeshighereducation.com/world-university-rankings/rhodes-college#ranking-dataset/634830,Tennessee,62.9,20.4,15.4,24.1,3
164,Bradley University,https://www.timeshighereducation.com/world-university-rankings/bradley-university#ranking-dataset/634830,Illinois,62.8,17.3,17.6,24.2,3.8
164,University of San Diego,https://www.timeshighereducation.com/world-university-rankings/university-san-diego#ranking-dataset/634830,California,62.8,14.9,15.6,25.8,6.6
166,Linfield College ‰ÛÒ McMinnville campus,https://www.timeshighereducation.com/world-university-rankings/linfield-college-mcminnville-campus#ranking-dataset/634830,Oregon,62.7,18.3,15.2,24.2,5
166,Whitman College,https://www.timeshighereducation.com/world-university-rankings/whitman-college#ranking-dataset/634830,Washington,62.7,22.7,16.2,21.1,2.7
168,Santa Clara University,https://www.timeshighereducation.com/world-university-rankings/santa-clara-university#ranking-dataset/634830,California,62.6,16.8,16.1,23.4,6.4
169,Simmons College,https://www.timeshighereducation.com/world-university-rankings/simmons-college#ranking-dataset/634830,Massachusetts,62.4,18.9,15.6,22.7,5.1
170,Berea College,https://www.timeshighereducation.com/world-university-rankings/berea-college#ranking-dataset/634830,Kentucky,62.3,19.9,16.5,19.4,6.5
170,University of Tulsa,https://www.timeshighereducation.com/world-university-rankings/university-tulsa#ranking-dataset/634830,Oklahoma,62.3,20.7,17.1,19.1,5.4
172,Susquehanna University,https://www.timeshighereducation.com/world-university-rankings/susquehanna-university#ranking-dataset/634830,Pennsylvania,62.2,17.5,16.1,24.9,3.6
172,Washington & Jefferson College,https://www.timeshighereducation.com/world-university-rankings/washington-jefferson-college#ranking-dataset/634830,Pennsylvania,62.2,18.1,15.3,25.7,3.3
174,Butler University,https://www.timeshighereducation.com/world-university-rankings/butler-university#ranking-dataset/634830,Indiana,62.1,18.3,17.3,24.5,1.9
174,University of Colorado Boulder,https://www.timeshighereducation.com/world-university-rankings/university-colorado-boulder#ranking-dataset/634830,Colorado,62.1,13.7,16.6,27.1,4.6
174,Ohio Wesleyan University,https://www.timeshighereducation.com/world-university-rankings/ohio-wesleyan-university#ranking-dataset/634830,Ohio,62.1,20,16.8,21.4,3.9
177,Chapman University,https://www.timeshighereducation.com/world-university-rankings/chapman-university#ranking-dataset/634830,California,61.9,14.5,16.4,26,5.1
177,Sewanee-The University of the South,https://www.timeshighereducation.com/world-university-rankings/sewanee-university-south#ranking-dataset/634830,Tennessee,61.9,21.1,16.1,21.9,2.8
179,University of Arizona,https://www.timeshighereducation.com/world-university-rankings/university-arizona#ranking-dataset/634830,Arizona,61.7,11.9,17,25.8,7.1
179,Knox College,https://www.timeshighereducation.com/world-university-rankings/knox-college#ranking-dataset/634830,Illinois,61.7,18.5,15.3,22.2,5.8
179,Lawrence University,https://www.timeshighereducation.com/world-university-rankings/lawrence-university#ranking-dataset/634830,Wisconsin,61.7,20.5,15.3,21.6,4.3
179,Texas Christian University,https://www.timeshighereducation.com/world-university-rankings/texas-christian-university#ranking-dataset/634830,Texas,61.7,16.8,18.1,23.1,3.6
179,Wofford College,https://www.timeshighereducation.com/world-university-rankings/wofford-college#ranking-dataset/634830,South Carolina,61.7,17.6,15.8,26.2,2.1
184,Bryant University,https://www.timeshighereducation.com/world-university-rankings/bryant-university#ranking-dataset/634830,Rhode Island,61.6,14.4,15.8,27.1,4.3
184,Drake University,https://www.timeshighereducation.com/world-university-rankings/drake-university#ranking-dataset/634830,Iowa,61.6,17.1,16.8,24.2,3.5
184,Loyola University Maryland,https://www.timeshighereducation.com/world-university-rankings/loyola-university-maryland#ranking-dataset/634830,Maryland,61.6,16.9,15.6,25.5,3.6
184,Missouri University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/missouri-university-science-and-technology#ranking-dataset/634830,Missouri,61.6,15.9,14.9,25.7,5
188,Baylor University,https://www.timeshighereducation.com/world-university-rankings/baylor-university#ranking-dataset/634830,Texas,61.5,17.1,17.7,22.4,4.3
188,Clemson University,https://www.timeshighereducation.com/world-university-rankings/clemson-university#ranking-dataset/634830,South Carolina,61.5,14.1,17,27.2,3.1
188,University of Detroit Mercy,https://www.timeshighereducation.com/world-university-rankings/university-detroit-mercy#ranking-dataset/634830,Michigan,61.5,18.6,16,21.6,5.3
191,Colorado School of Mines,https://www.timeshighereducation.com/world-university-rankings/colorado-school-mines#ranking-dataset/634830,Connecticut,61.4,15.5,15.1,26.5,4.3
191,Hampton University,https://www.timeshighereducation.com/world-university-rankings/hampton-university#ranking-dataset/634830,Virginia,61.4,18.5,15.4,21.8,5.6
191,Ursinus College,https://www.timeshighereducation.com/world-university-rankings/ursinus-college#ranking-dataset/634830,Pennsylvania,61.4,16.3,15.6,25.9,3.6
194,Loyola University Chicago,https://www.timeshighereducation.com/world-university-rankings/loyola-university-chicago#ranking-dataset/634830,Illinois,61.3,15.4,16.1,24.3,5.5
194,Virginia Military Institute,https://www.timeshighereducation.com/world-university-rankings/virginia-military-institute#ranking-dataset/634830,Virginia,61.3,18.3,14.7,26,2.2
196,Embry-Riddle Aeronautical University,https://www.timeshighereducation.com/world-university-rankings/embry-riddle-aeronautical-university#ranking-dataset/634830,Florida,61,16.9,14.6,23.2,6.3
196,"Binghamton University, State University of New York",https://www.timeshighereducation.com/world-university-rankings/binghamton-university-state-university-new-york#ranking-dataset/634830,New York,61,10.9,15.6,27.1,7.4
198,American University,https://www.timeshighereducation.com/world-university-rankings/american-university#ranking-dataset/634830,District of Columbia,60.9,16.8,15.4,22.5,6.2
198,Catholic University of America,https://www.timeshighereducation.com/world-university-rankings/catholic-university-america#ranking-dataset/634830,District of Columbia,60.9,22.8,16.3,17.1,4.7
198,Rutgers University-Newark,https://www.timeshighereducation.com/world-university-rankings/rutgers-university-newark#ranking-dataset/634830,New Jersey,60.9,18.4,14.4,20.3,7.8
198,Saint Mary's College,https://www.timeshighereducation.com/world-university-rankings/saint-marys-college#ranking-dataset/634830,Indiana,60.9,18.9,15.5,23.8,2.7
202,Muhlenberg College,https://www.timeshighereducation.com/world-university-rankings/muhlenberg-college#ranking-dataset/634830,Pennsylvania,60.8,18,15.5,25.6,1.8
203,Quinnipiac University,https://www.timeshighereducation.com/world-university-rankings/quinnipiac-university#ranking-dataset/634830,Connecticut,60.6,16.1,16,24.9,3.6
203,Saint Mary's College of California,https://www.timeshighereducation.com/world-university-rankings/saint-marys-college-california#ranking-dataset/634830,California,60.6,15.8,16.4,22,6.5
205,Beloit College,https://www.timeshighereducation.com/world-university-rankings/beloit-college#ranking-dataset/634830,Wisconsin,60.5,19.3,16,20.2,5
205,Drew University,https://www.timeshighereducation.com/world-university-rankings/drew-university#ranking-dataset/634830,New Jersey,60.5,19.4,15.2,19.5,6.4
205,Molloy College,https://www.timeshighereducation.com/world-university-rankings/molloy-college#ranking-dataset/634830,New York,60.5,14.6,15.8,24.8,5.3
205,Washington College,https://www.timeshighereducation.com/world-university-rankings/washington-college#ranking-dataset/634830,Maryland,60.5,18.6,15.4,23.6,2.9
209,Juniata College,https://www.timeshighereducation.com/world-university-rankings/juniata-college#ranking-dataset/634830,Pennsylvania,60.4,15.9,16.5,24.6,3.5
209,Siena College,https://www.timeshighereducation.com/world-university-rankings/siena-college#ranking-dataset/634830,New York,60.4,16.2,15,26.2,3
211,Ithaca College,https://www.timeshighereducation.com/world-university-rankings/ithaca-college#ranking-dataset/634830,New York,60.3,16.7,17.2,23.3,3.2
212,Fordham University,https://www.timeshighereducation.com/world-university-rankings/fordham-university#ranking-dataset/634830,New York,60.2,15.3,15.8,23.6,5.5
